file_name,mol_len,atom_coords,vibrationalfrequence,smiles_basic,smiles_stereo,inchi_basic,inchi_stereo,A,B,C,miu,alpha,homo,lumo,gap,R2,zpve,Uo,U,H,G,Cv
dsgdb9nsd_000030.xyz,10,"C	-0.0309584028	 1.5477502514	 0.0316794503	-0.366522
C	 0.0148537474	 0.0096247149	-0.0208215404	-0.30935
C	 0.690990728	-0.4995457544	-1.2085762407	 0.308487
C	 1.2522227532	-0.8951446724	-2.1952787854	-0.465859
H	 0.9789930039	 1.9662160906	 0.0337383382	 0.130303
H	-0.5608235427	 1.95002902	-0.835807453	 0.130303
H	-0.5457670751	 1.8822551872	 0.9370906223	 0.115232
H	 0.5192013498	-0.3742539801	 0.8749622379	 0.131213
H	-1.0064480152	-0.3903083769	 0.0134063167	 0.131216
H	 1.7459454133	-1.2560418704	-3.0629941461	 0.194978",199.9694	220.9045	359.7271	518.7518	615.2308	632.5834	784.996	848.5944	1022.9028	1087.5442	1106.3369	1283.9151	1345.4061	1406.7593	1474.9652	1494.2625	1505.3793	2238.5343	3023.2245	3045.7123	3051.1846	3119.6379	3125.6028	3508.028,CCC#C,CCC#C,"1S/C4H6/c1-3-4-2/h1H,4H2,2H3","1S/C4H6/c1-3-4-2/h1H,4H2,2H3",27.39459,4.53005,4.08342,0.7067,40.09,-0.2592,0.0566,0.3157,333.9589,0.084338,-155.897345,-155.892291,-155.891347,-155.924226,17.13
dsgdb9nsd_000031.xyz,9,"C	-0.0252200485	 1.5477305416	 0.0213336953	-0.373327
C	 0.0118393932	 0.0099927783	-0.015567022	-0.307059
C	 0.6891511448	-0.5083684569	-1.2033148798	 0.256037
N	 1.2256573268	-0.9036084609	-2.1473748203	-0.303521
H	 0.9857161992	 1.9621298952	 0.0237015347	 0.1439
H	-0.5552219223	 1.9459966209	-0.8471177123	 0.143916
H	-0.5396255565	 1.8829435366	 0.9253660368	 0.129448
H	 0.5248190962	-0.3822604798	 0.8693335453	 0.155281
H	-1.0045354229	-0.398321085	 0.0053007123	 0.155324",213.8214	220.4599	403.4032	551.6414	786.3792	841.0344	1016.6067	1090.3322	1112.3916	1284.2397	1344.0063	1412.8228	1470.0931	1495.5889	1504.4558	2362.9946	3048.4566	3055.3256	3083.1009	3132.5737	3136.0672,CCC#N,CCC#N,"1S/C3H5N/c1-2-3-4/h2H2,1H3","1S/C3H5N/c1-2-3-4/h2H2,1H3",28.0016,4.67752,4.21765,3.9233,35.38,-0.3213,0.034,0.3553,314.5335,0.07419,-172.006141,-172.001467,-172.000523,-172.032826,14.988
dsgdb9nsd_000032.xyz,8,"N	-0.0360809888	 1.4876253273	 0.0367807231	-0.495907
C	-0.0103947065	 0.0251760547	-0.0150660798	-0.271608
C	-1.371809558	-0.5210891992	 0.0273927193	 0.279144
N	-2.4402669546	-0.9595644394	 0.0337051899	-0.297415
H	 0.9172975198	 1.8354754735	 0.0520268194	 0.241934
H	-0.4716217784	 1.8567720541	-0.8027556886	 0.245778
H	 0.4894616062	-0.408804013	-0.8971516848	 0.1371
H	 0.5282715003	-0.3453333779	 0.8646954714	 0.160972",208.5004	251.8119	392.3063	573.5155	836.4748	875.462	1006.3114	1089.8821	1190.0497	1307.8833	1421.2042	1489.008	1659.7824	2367.9587	2966.2215	3064.0493	3501.9736	3585.0914,NCC#N,NCC#N,"1S/C2H4N2/c3-1-2-4/h1,3H2","1S/C2H4N2/c3-1-2-4/h1,3H2",32.19893,4.76299,4.30696,4.4361,31.81,-0.2683,0.0173,0.2855,295.6635,0.063305,-188.042067,-188.037478,-188.036534,-188.06863,14.488
dsgdb9nsd_000033.xyz,8,"O	-0.020131966	 1.4573813729	 0.0101019492	-0.407684
C	 0.0016847769	 0.0357997984	 0.0022473556	-0.207413
C	-1.3636669119	-0.4748110109	 0.0125505641	 0.329634
C	-2.4790283486	-0.9197020212	 0.0208245052	-0.448481
H	 0.8944691103	 1.7573655258	 0.0032736346	 0.291585
H	 0.5197902843	-0.3517541277	-0.8898030248	 0.119691
H	 0.5367045842	-0.3612766093	 0.8800089415	 0.119691
H	-3.4677350191	-1.307370088	 0.0281812045	 0.202977",218.0927	219.7587	330.7678	556.4818	611.0091	678.8788	913.6909	1030.3322	1066.2649	1247.0002	1254.5238	1457.8399	1502.7086	2247.1735	2967.0227	2986.5987	3505.3012	3820.8683,OCC#C,OCC#C,"1S/C3H4O/c1-2-3-4/h1,4H,3H2","1S/C3H4O/c1-2-3-4/h1,4H,3H2",35.11615,4.66117,4.22354,1.7211,33.1,-0.2595,0.0277,0.2872,300.0993,0.060632,-191.810916,-191.806025,-191.805081,-191.837634,15.855
dsgdb9nsd_000034.xyz,7,"O	-0.0373822079	 1.4454784061	 0.0101076874	-0.395296
C	 0.0129290637	 0.0344166065	 0.0020916516	-0.185765
C	-1.3574745154	-0.4887452337	 0.0123973841	 0.279702
N	-2.4213527733	-0.9368518434	 0.0201605291	-0.289707
H	 0.8689805678	 1.769729488	 0.0041757666	 0.302962
H	 0.5169271342	-0.3632979035	-0.8921581397	 0.14405
H	 0.5338761608	-0.37278749	 0.8822392109	 0.144054",189.7929	235.3266	378.3137	579.9065	894.5135	1033.7374	1085.5965	1251.0677	1254.3751	1461.4523	1499.2917	2373.8971	2985.7184	3012.861	3826.6644,OCC#N,OCC#N,"1S/C2H3NO/c3-1-2-4/h4H,2H2","1S/C2H3NO/c3-1-2-4/h4H,2H2",35.93172,4.83443,4.37827,4.6788,28.56,-0.3018,0.0022,0.3039,280.6659,0.050262,-207.916786,-207.912215,-207.911271,-207.943384,13.845
dsgdb9nsd_000035.xyz,10,"C	 0.1687934049	 1.5251304224	-0.1574705569	-0.387341
C	-0.1873762459	 0.0619476271	 0.1467937419	-0.250334
C	 0.5091764497	-0.4399621499	 1.3912584954	 0.17153
O	 1.1819107901	-1.4356558471	 1.458163841	-0.235438
H	 1.2312651068	 1.6313725408	-0.396326927	 0.133699
H	-0.4074466801	 1.8943168107	-1.0096924649	 0.129417
H	-0.0493103389	 2.1726626043	 0.6985743244	 0.125051
H	-1.2690515996	-0.0166806666	 0.3285443317	 0.121908
H	 0.0627906152	-0.6025047855	-0.6847403572	 0.124193
H	 0.3538484078	 0.2066337038	 2.2887105216	 0.067314",84.0534	210.6406	323.8631	504.4198	756.6813	872.6114	919.673	1013.4244	1135.0245	1155.6811	1271.3068	1322.9809	1410.5121	1431.3844	1464.7641	1500.3785	1505.3035	1839.1886	2842.2409	3016.0991	3040.2833	3094.2875	3113.6928	3119.9529,CCC=O,CCC=O,"1S/C3H6O/c1-2-3-4/h3H,2H2,1H3","1S/C3H6O/c1-2-3-4/h3H,2H2,1H3",26.14564,4.2893,4.12773,2.6741,35.83,-0.25,-0.0205,0.2295,333.3276,0.084175,-193.075202,-193.070116,-193.069171,-193.102798,15.954
dsgdb9nsd_000036.xyz,9,"C	 0.0147491621	 1.4788825642	-0.0350932578	-0.327715
N	 0.1870807741	 0.0383131658	-0.0290685057	-0.262137
C	 0.4570366092	-0.6685889487	 1.1006900127	 0.159678
O	 0.58457996	-0.1987620204	 2.2111970528	-0.32011
H	 0.7602528945	 1.9673610405	-0.6719812596	 0.128473
H	-0.9846242302	 1.7598448252	-0.3848510337	 0.12846
H	 0.1426984938	 1.8238771805	 0.9914939742	 0.173249
H	 0.1038634896	-0.4693772635	-0.8946137946	 0.248025
H	 0.5504756768	-1.7525345237	 0.8886824218	 0.072077",83.4306	264.1848	298.606	536.8129	770.4379	961.4263	1028.7995	1157.3112	1161.4544	1222.3594	1429.7994	1439.9119	1490.9229	1499.6665	1553.8607	1811.5889	2933.2227	3030.2688	3083.1143	3154.809	3643.0398,CNC=O,CNC=O,"1S/C2H5NO/c1-3-2-4/h2H,1H3,(H,3,4)","1S/C2H5NO/c1-3-2-4/h2H,1H3,(H,3,4)",19.98749,6.11589,4.82584,3.7071,32.78,-0.2516,0.0335,0.2851,279.7863,0.074166,-209.144909,-209.139976,-209.139032,-209.172305,15.058
dsgdb9nsd_000037.xyz,8,"C	 0.1065378106	 1.4351204878	 0.0333609957	-0.243679
O	 0.4268656414	 0.0471692892	 0.093099449	-0.163311
C	 0.5071486248	-0.6365266459	-1.0631829744	 0.179862
O	 0.7692701427	-1.7995501732	-1.1101047475	-0.270025
H	 0.9234925079	 2.0038513859	 0.4846572797	 0.146
H	-0.0375781504	 1.7692718281	-1.0005742542	 0.129059
H	-0.8126956863	 1.6080191552	 0.5987328735	 0.146008
H	 0.3045845993	-0.002319017	-1.9496555317	 0.076086",72.4269	195.5832	381.2587	644.6708	1034.5437	1044.7968	1124.5663	1180.6375	1270.5148	1419.0054	1482.1678	1489.0178	1511.0708	1871.6879	2936.388	3028.8833	3107.542	3124.496,COC=O,COC=O,"1S/C2H4O2/c1-4-2-3/h2H,1H3","1S/C2H4O2/c1-4-2-3/h2H,1H3",48.62351,4.67298,4.38187,3.92,29.47,-0.2814,0.0074,0.2888,293.917,0.061327,-229.013797,-229.009003,-229.008059,-229.041086,13.885
dsgdb9nsd_000038.xyz,8,"O	 0.1937585635	 1.3717099521	 0.3139829669	-0.404641
C	 0.0499263706	 0.0140548073	-0.0452623853	-0.143592
C	-1.4088802453	-0.3963567997	-0.2060157413	 0.120718
O	-1.7772946205	-1.372338604	-0.8036168902	-0.223592
H	-0.0172318567	 1.9126913219	-0.4533775754	 0.293628
H	 0.6044047816	-0.2651976582	-0.9520572529	 0.124725
H	 0.4674040566	-0.5752167892	 0.7817626973	 0.147144
H	-2.1183505498	 0.3007596199	 0.2987051509	 0.08561",81.0382	310.8397	327.5373	525.4614	715.6205	1030.2281	1065.8516	1096.9701	1208.6969	1337.8103	1396.3518	1398.271	1461.8149	1840.1261	2867.751	3012.4369	3060.7469	3822.443,OCC=O,OCC=O,"1S/C2H4O2/c3-1-2-4/h1,4H,2H2","1S/C2H4O2/c3-1-2-4/h1,4H,2H2",36.49282,4.31175,4.04493,1.7341,28.53,-0.2537,-0.0341,0.2196,303.8129,0.060508,-228.992613,-228.987769,-228.986825,-229.019918,14.78
dsgdb9nsd_000039.xyz,14,"C	-0.0300762365	 1.5580491185	 0.0298077353	-0.377162
C	 0.0070727666	 0.0283487713	-0.0071252863	-0.141333
C	 0.7132079171	-0.529893401	-1.2476558065	-0.141332
C	 0.7503689539	-2.0595936566	-1.2845895682	-0.377163
H	 0.9819532966	 1.9784511298	 0.0280079667	 0.112295
H	-0.5558243303	 1.9621234331	-0.8427015713	 0.112283
H	-0.5408376162	 1.9269275491	 0.9249369686	 0.109536
H	 0.5092867188	-0.3490904869	 0.893613189	 0.09219
H	-1.0173348095	-0.3654229859	 0.0320739321	 0.09219
H	 0.2109894814	-0.1524576993	-2.1483930207	 0.09219
H	 1.7376133058	-0.1361162467	-1.2868567224	 0.09219
H	 1.2761685378	-2.4636641007	-0.4121098024	 0.112283
H	-0.2616569942	-2.4800044697	-1.2827355161	 0.112295
H	 1.2610849089	-2.4284644351	-2.1797480278	 0.109537",120.7513	231.2785	257.7336	266.1636	423.7993	733.5856	810.2212	842.5216	959.8107	980.3887	1019.5775	1068.0157	1170.3066	1212.6412	1290.9792	1323.6095	1331.7893	1394.5792	1412.2115	1414.1754	1483.6256	1490.1895	1500.4186	1501.693	1506.342	1512.8342	3008.7625	3016.6184	3028.1097	3028.5607	3030.5396	3053.5221	3092.34	3096.1567	3099.2095	3100.0415,CCCC,CCCC,"1S/C4H10/c1-3-4-2/h3-4H2,1-2H3","1S/C4H10/c1-3-4-2/h3-4H2,1-2H3",23.44662,3.60588,3.38683,0.,45.71,-0.317,0.0937,0.4107,426.2996,0.131708,-158.340943,-158.33517,-158.334226,-158.36894,19.668
dsgdb9nsd_000040.xyz,12,"C	-0.0037901202	 1.5219678964	 0.010279958	-0.382505
C	-0.0358937194	-0.0077825368	 0.002256712	-0.150134
C	-1.452190163	-0.5665371088	 0.0128438557	-0.04934
O	-1.3679978502	-1.9839460351	 0.0045360642	-0.421745
H	 1.0247757648	 1.8941123069	 0.0023979304	 0.116894
H	-0.5128667381	 1.9376461379	-0.8665388825	 0.11449
H	-0.4958407988	 1.9280134358	 0.9012172128	 0.114496
H	 0.4814078416	-0.3953055191	-0.8831606436	 0.105745
H	 0.4982858852	-0.4048625622	 0.8733034811	 0.105758
H	-1.9873421975	-0.2039949369	 0.9066606242	 0.081071
H	-2.0043148492	-0.1945947268	-0.8666646015	 0.081074
H	-2.2617181851	-2.3382429813	 0.0103474791	 0.284196",125.5694	234.2295	260.7213	271.8116	456.5358	764.3742	887.7992	900.0002	1041.5213	1066.2338	1104.8639	1188.8232	1262.9068	1266.3266	1317.4226	1349.5602	1412.8494	1465.0711	1492.0347	1501.4128	1508.2133	1528.7837	2953.4704	2977.5773	3030.6996	3036.9994	3069.6927	3098.2825	3107.0282	3831.7024,CCCO,CCCO,"1S/C3H8O/c1-2-3-4/h4H,2-3H2,1H3","1S/C3H8O/c1-2-3-4/h4H,2-3H2,1H3",26.59789,3.79186,3.53779,1.3402,38.61,-0.2619,0.081,0.3429,382.8628,0.108241,-194.261089,-194.255495,-194.254551,-194.28893,18.431
dsgdb9nsd_000041.xyz,12,"C	-0.0051955091	 1.5086822402	 0.033087601	-0.382641
C	 0.0131657995	-0.0103781921	 0.0198864348	-0.024944
O	 0.6975894438	-0.4634413956	 1.168689786	-0.22433
C	 0.7668849139	-1.8650818258	 1.246026692	-0.224654
H	 1.0144547599	 1.9042379883	 0.0299601808	 0.12631
H	-0.5299086599	 1.8918405908	-0.8472691148	 0.112998
H	-0.5126376519	 1.8780584257	 0.9287542375	 0.126301
H	-1.0159950694	-0.4099872881	 0.0071428235	 0.082556
H	 0.5109314318	-0.3836943515	-0.8921939464	 0.082561
H	-0.2341584086	-2.3245148878	 1.2897777955	 0.100519
H	 1.3012927589	-2.2985366276	 0.3848609518	 0.100516
H	 1.3099028713	-2.1181199764	 2.1601320584	 0.124806",116.0712	215.0791	263.3299	287.1976	466.7441	821.8702	868.8458	1033.8222	1115.8005	1165.0062	1169.9314	1204.4193	1240.2687	1296.3859	1398.1077	1425.9215	1482.0684	1483.5556	1485.7714	1498.8031	1507.1503	1534.6013	2944.1379	2965.6729	2968.6963	3004.7212	3044.8266	3110.7202	3119.1545	3121.5711,CCOC,CCOC,"1S/C3H8O/c1-3-4-2/h3H2,1-2H3","1S/C3H8O/c1-3-4-2/h3H2,1-2H3",28.29567,4.14901,3.88349,1.0363,39.34,-0.2503,0.0925,0.3428,368.9331,0.107895,-194.254127,-194.248585,-194.247641,-194.281899,17.888
dsgdb9nsd_000042.xyz,10,"O	-0.0141873452	 1.4264224166	-0.0542365107	-0.42367
C	-0.003918394	 0.0071771432	 0.0349606216	-0.064049
C	-1.4231701908	-0.5556060013	-0.0125663926	-0.064037
O	-2.1122941316	-0.1056387482	-1.1722831277	-0.423669
H	-0.1898788211	 1.6415470511	-0.9755514801	 0.283356
H	 0.5965950414	-0.4331542952	-0.7740909498	 0.0965
H	 0.4731111572	-0.2490373319	 0.9874721596	 0.107862
H	-1.394948591	-1.6497527924	-0.0628318813	 0.107862
H	-1.9649741719	-0.2721691543	 0.9013197201	 0.096497
H	-2.359259913	 0.8094439625	-1.0061459692	 0.28335",76.5151	149.3748	316.1843	505.8235	532.5295	870.3558	876.6631	1045.1048	1053.4694	1116.1618	1200.2034	1245.2124	1393.7745	1400.2924	1402.7471	1412.2916	1489.6311	1496.1831	2998.9079	3005.5406	3073.897	3078.4301	3823.0092	3823.8243,OCCO,OCCO,"1S/C2H6O2/c3-1-2-4/h3-4H,1-2H2","1S/C2H6O2/c3-1-2-4/h3-4H,1-2H2",14.79671,5.6956,4.58846,0.0075,31.42,-0.2594,0.0584,0.3179,297.8398,0.085172,-230.183076,-230.177723,-230.176779,-230.211195,16.837
dsgdb9nsd_000043.xyz,12,"C	-0.0360224463	 1.5209294871	 0.0156916075	-0.394971
C	 0.0193848675	 0.0100440302	 0.0481495287	 0.049298
C	 1.3089167143	-0.7125199489	-0.2492041635	-0.253192
C	 0.7534742272	-0.7026771391	 1.1556467641	-0.253187
H	 0.9010569135	 1.9538929086	 0.3828333785	 0.111426
H	-0.1964036457	 1.8943736884	-1.0020856904	 0.114571
H	-0.8468527271	 1.9058893	 0.6445132187	 0.114572
H	-0.8841680906	-0.4800188933	-0.3056633472	 0.080252
H	 1.2690090092	-1.6390306782	-0.8115037082	 0.108153
H	 2.1901073818	-0.1113120949	-0.4492751334	 0.107463
H	 1.2624886225	-0.0948745526	 1.8969002762	 0.107463
H	 0.3354083636	-1.6224891773	 1.549806949	 0.108153",224.7745	339.3777	361.6295	768.4634	795.4329	817.4168	872.839	941.2879	1001.4103	1059.1474	1075.0186	1110.2954	1147.4749	1198.2603	1211.67	1235.2562	1393.4795	1423.8292	1468.9598	1492.129	1500.3619	1509.9082	3023.26	3085.4451	3090.0576	3127.2459	3131.9753	3138.8187	3204.7902	3220.2108,CC1CC1,CC1CC1,"1S/C4H8/c1-4-2-3-4/h4H,2-3H2,1H3","1S/C4H8/c1-4-2-3-4/h4H,2-3H2,1H3",15.61472,6.31363,5.54514,0.1136,41.96,-0.2727,0.1012,0.3738,298.6061,0.109284,-157.116735,-157.11209,-157.111146,-157.143262,16.49
dsgdb9nsd_000044.xyz,10,"C	-0.016463427	 1.5183070486	 0.0077144513	-0.409135
C	-0.0274322683	 0.0165769416	-0.1088974085	 0.120723
C	 0.7729655287	-0.7013188571	-1.1086311523	-0.170074
O	 1.1721229292	-0.667029688	 0.2627882891	-0.233116
H	 0.9186598033	 1.9291421734	-0.3828587993	 0.126852
H	-0.8515801425	 1.9545650629	-0.5510945965	 0.121174
H	-0.1148770196	 1.8259647016	 1.0539777655	 0.129656
H	-0.9358259801	-0.4735060008	 0.2468279306	 0.090042
H	 0.4444392202	-1.6720149484	-1.4781062204	 0.11283
H	 1.405382836	-0.1360033938	-1.7927149096	 0.111048",211.4037	363.5308	406.0832	780.3093	854.5293	904.4036	979.9458	1041.4346	1131.726	1158.3827	1164.4085	1186.5228	1299.095	1404.3388	1440.1378	1483.8785	1497.9999	1532.4905	3035.8464	3078.3191	3089.3709	3100.9517	3122.1826	3164.3029,CC1CO1,C[C@H]1CO1,"1S/C3H6O/c1-3-2-4-3/h3H,2H2,1H3","1S/C3H6O/c1-3-2-4-3/h3H,2H2,1H3/t3-/m0/s1",18.21931,6.63877,5.92459,1.812,35.01,-0.2633,0.1052,0.3685,267.2979,0.085275,-193.039603,-193.035186,-193.034242,-193.065979,14.764
dsgdb9nsd_000045.xyz,11,"C	-0.0527554057	 1.4741957398	 0.0099910766	-0.30548
N	 0.0194051596	 0.0218994726	 0.0633486576	-0.052394
C	 1.3251104806	-0.5644684959	-0.2142072495	-0.212112
C	 0.7805175872	-0.5405799284	 1.1724275978	-0.212112
H	 0.8678420184	 1.9717607593	 0.3629728511	 0.093306
H	-0.2384515466	 1.7909500529	-1.0214286624	 0.122534
H	-0.8868344802	 1.8193895922	 0.6295039812	 0.122534
H	 1.3199290938	-1.4818678205	-0.7960203785	 0.116107
H	 2.1520281957	 0.1102020383	-0.4328524846	 0.105754
H	 1.2456356973	 0.1499609842	 1.8749924498	 0.105754
H	 0.3701335798	-1.4402044744	 1.6223336511	 0.116107",246.5615	371.759	380.0052	751.773	827.0531	881.406	1018.3241	1028.2816	1105.6002	1114.9662	1130.348	1154.6494	1202.627	1222.9449	1326.5286	1449.6306	1487.682	1494.1151	1495.8857	1521.778	2949.4487	3063.9054	3089.2791	3094.1828	3101.8796	3173.8294	3188.0734,CN1CC1,CN1CC1,"1S/C3H7N/c1-4-2-3-4/h2-3H2,1H3","1S/C3H7N/c1-4-2-3-4/h2-3H2,1H3",16.58914,7.18798,6.11415,1.1353,39.02,-0.2304,0.0968,0.3271,270.5508,0.097671,-173.147782,-173.143343,-173.142399,-173.174073,15.298
dsgdb9nsd_000046.xyz,10,"O	 0.2157758326	 1.3538685887	-0.1069510704	-0.422413
C	 0.0162809875	-0.028327177	-0.029156937	 0.175616
C	-0.3908146491	-0.7149700947	 1.2431566939	-0.29637
C	-1.351181379	-0.6428038011	 0.0627358869	-0.296383
H	-0.4364233821	 1.7906284933	 0.4500676136	 0.281172
H	 0.7498116692	-0.5240404965	-0.6562476705	 0.107916
H	 0.0595937537	-1.6684048259	 1.4972923689	 0.116753
H	-0.6136935343	-0.0884800645	 2.1017064049	 0.108479
H	-2.1982193228	 0.0305843011	 0.1541145076	 0.108476
H	-1.5639591157	-1.5464042633	-0.4982651479	 0.116755",134.0033	384.9043	409.2595	742.5679	792.8137	812.3166	939.7676	982.2369	1052.483	1057.8094	1103.4857	1125.3096	1189.8376	1240.9177	1334.44	1432.2845	1459.2703	1500.6286	3122.908	3127.8384	3170.648	3202.8649	3218.7837	3819.6474,OC1CC1,OC1CC1,"1S/C3H6O/c4-3-1-2-3/h3-4H,1-2H2","1S/C3H6O/c4-3-1-2-3/h3-4H,1-2H2",16.79477,6.71015,5.86781,1.3894,34.64,-0.239,0.0775,0.3166,263.966,0.085106,-193.034988,-193.030356,-193.029411,-193.061689,15.679
dsgdb9nsd_000047.xyz,12,"C	-0.0254295715	 1.5403257769	-0.0421594388	-0.191987
C	 1.5256439949	 1.5041998877	 0.0412127589	-0.191987
C	 1.4214672735	 0.0614679043	 0.6084488507	-0.191987
C	-0.026388329	-0.0107095612	 0.0493508773	-0.191987
H	-0.4659137201	 1.9963989367	 0.8496289378	 0.099237
H	-0.4790023915	 2.0002820704	-0.923653892	 0.09275
H	 1.9824827812	 1.5137533382	-0.953031827	 0.099237
H	 2.021913653	 2.2598657897	 0.6552212858	 0.09275
H	 2.1429167857	-0.6795635768	 0.2553147962	 0.09275
H	 1.4310585302	 0.0575147869	 1.7026187908	 0.099237
H	-0.7905344019	-0.4853029618	 0.6699657311	 0.09275
H	-0.0523324543	-0.472384461	-0.9423639408	 0.099237",186.0735	633.7646	749.1501	749.1501	886.6715	917.744	917.7445	945.2352	959.8604	1018.3063	1170.6256	1176.5709	1251.0289	1251.0292	1257.6118	1261.1644	1292.2759	1292.276	1480.9545	1480.9546	1488.8936	1518.4267	3050.6936	3051.23	3051.2303	3057.8003	3088.4254	3102.0627	3102.063	3119.704,C1CCC1,C1CCC1,1S/C4H8/c1-2-4-3-1/h1-4H2,1S/C4H8/c1-2-4-3-1/h1-4H2,10.66107,10.66107,6.30452,0.,41.83,-0.2982,0.0956,0.3938,268.4432,0.110511,-157.115484,-157.111322,-157.110378,-157.141657,14.696
dsgdb9nsd_000048.xyz,10,"C	-0.0348978893	 1.5525945452	-0.085076909	-0.257917
C	 1.4934918305	 1.4545970026	 0.1011467722	-0.051336
O	 1.427258843	 0.0234899002	 0.2725488563	-0.269739
C	-0.0063475762	 0.0223649401	 0.1094463006	-0.051336
H	-0.5657920959	 2.1130172058	 0.6859152725	 0.112505
H	-0.3662835212	 1.8939337967	-1.0669232738	 0.112503
H	 2.1003172372	 1.7352571988	-0.768983487	 0.101329
H	 1.9002309019	 1.9550661136	 0.9889674805	 0.101331
H	-0.5198784877	-0.3559517926	 1.0023594848	 0.101331
H	-0.3197006222	-0.5756742104	-0.7555927472	 0.101329",71.8547	762.1	819.159	834.4657	931.5536	944.3228	1042.715	1052.0337	1148.8412	1163.8985	1193.2845	1233.1963	1260.8056	1313.3439	1383.7818	1491.4273	1515.4721	1545.1092	3006.1298	3017.0184	3048.2828	3049.1412	3082.1773	3135.8312,C1COC1,C1COC1,1S/C3H6O/c1-2-4-3-1/h1-3H2,1S/C3H6O/c1-2-4-3-1/h1-3H2,12.06545,11.77731,6.71997,1.7978,34.56,-0.2424,0.0859,0.3283,236.9759,0.086675,-193.034094,-193.029968,-193.029024,-193.060777,12.915
dsgdb9nsd_000049.xyz,12,"C	-0.1025537032	 1.4990712737	-0.0013364225	-0.465668
C	-0.0051977391	-0.0034311418	-0.0272346955	 0.372315
C	-0.0068853597	-0.7689073987	 1.2643474432	-0.456563
N	 0.0818679901	-0.6920279094	-1.1008730597	-0.157798
O	 0.0743906678	 0.132153945	-2.2419525781	-0.402674
H	 0.7834209303	 1.9469086155	-0.4635404957	 0.147442
H	-0.9615043039	 1.8361408199	-0.5902196486	 0.1481
H	-0.1985417291	 1.8746298935	 1.0193160678	 0.116076
H	-0.9262001248	-0.5729794561	 1.829824795	 0.128342
H	 0.0725615375	-1.8406478231	 1.0751686279	 0.137501
H	 0.8293717753	-0.4555334013	 1.9013308899	 0.128327
H	 0.1397592387	-0.5125429873	-2.9538926036	 0.3046",31.371	208.0672	294.1009	301.6437	365.5013	398.0182	528.7691	604.5085	810.9485	966.4837	970.6577	983.9932	1084.2024	1102.0199	1269.5816	1385.9196	1400.7622	1413.466	1475.8205	1479.8486	1480.0153	1485.1314	1735.5552	3023.762	3043.2913	3073.0071	3100.8425	3133.0929	3140.2718	3824.2759,CC(C)=NO,CC(=NO)C,"1S/C3H7NO/c1-3(2)4-5/h5H,1-2H3","1S/C3H7NO/c1-3(2)4-5/h5H,1-2H3",8.63483,4.11977,2.88825,0.6875,45.37,-0.2392,0.0192,0.2584,452.5112,0.100501,-248.375248,-248.368823,-248.367879,-248.405354,21.616
dsgdb9nsd_000050.xyz,10,"N	-0.0082969396	 1.3536283762	 0.0099597114	-0.214431
C	 1.2803325407	 1.8245742139	-0.0002245919	-0.088833
C	 2.1221663909	 0.7369889796	-0.0144560017	-0.136445
C	 1.308499041	-0.4310958031	-0.0128415387	-0.136445
C	-0.0034278156	-0.0183688392	 0.0023573641	-0.088832
H	-0.8324323359	 1.9277266825	 0.0212299459	 0.260046
H	 1.4847182035	 2.8831263012	 0.0035431347	 0.112688
H	 3.200669182	 0.7734307713	-0.0248841554	 0.089782
H	 1.6481059949	-1.4553968264	-0.0218039432	 0.089782
H	-0.925516472	-0.5769705361	 0.0083940248	 0.112688",481.0951	628.95	642.5488	684.7697	740.6616	815.1502	864.3346	875.3661	898.3863	1039.1995	1074.0608	1100.2158	1166.4486	1175.024	1310.4208	1418.3812	1456.7541	1506.5392	1581.4203	3240.9797	3252.3979	3267.8774	3274.4243	3688.4528,N1C=CC=C1,[nH]1cccc1,1S/C4H5N/c1-2-4-5-3-1/h1-5H,1S/C4H5N/c1-2-4-5-3-1/h1-5H,9.17136,9.04195,4.5531,1.8689,43.14,-0.2029,0.0499,0.2528,303.9808,0.082433,-210.101789,-210.097816,-210.096872,-210.12818,14.821
dsgdb9nsd_000051.xyz,9,"N	-0.0099608956	 1.3563617218	 0.0100085491	-0.225464
C	 1.2953542168	 1.7957557773	-0.0004701666	-0.103646
C	 2.0555051925	 0.6563743767	-0.0142292703	-0.073373
N	 1.2538574504	-0.4627513199	-0.0126089443	-0.248012
C	 0.0230117025	-0.0070638215	 0.0020014625	 0.019512
H	-0.8319571811	 1.9361843569	 0.021325745	 0.266773
H	 1.545539609	 2.8434499787	 0.0028905368	 0.127168
H	 3.1317743363	 0.5756976557	-0.0252415521	 0.108019
H	-0.8766786409	-0.6041453057	 0.0075079399	 0.129022",527.6476	647.7321	686.3989	729.5112	813.9953	861.2804	905.7719	945.0587	1079.0565	1101.7524	1152.7914	1165.3914	1286.6442	1369.041	1435.1245	1507.9788	1561.5641	3249.1166	3252.7386	3282.2515	3668.086,N1C=CN=C1,[nH]1ccnc1,"1S/C3H4N2/c1-2-5-3-4-1/h1-3H,(H,4,5)","1S/C3H4N2/c1-2-5-3-4-1/h1-3H,(H,4,5)",9.77329,9.41192,4.7946,3.6193,39.13,-0.2253,0.0332,0.2585,283.6817,0.071145,-226.160842,-226.157088,-226.156144,-226.187104,13.371
